"","countyname","depth_to_water","town","date","ID","countycode","township","geometry","year2","depth","long","lat","sat","satcut"
"1","Morton",-221.13,"ROLLA SE",1990-01-09,370136101360401,129,35,c(-101.600938, 37.025356),"1990","287-216",-101.600938,37.025356,248.9849548,"198-262"
"2","Seward",-130.9,"Liberal",1990-01-10,370023100550801,175,35,c(-100.917644, 37.005856),"1990","143-72",-100.917644,37.005856,479.9810486,"459-525"
"3","Morton",-86.62,"ELKHART NORTH",1990-01-10,370217101593801,129,35,c(-101.994048, 37.035692),"1990","143-72",-101.994048,37.035692,66.13626862,"66-131"
"4","Stevens",-163.9,"HUGOTON SW",1990-01-11,370246101261701,189,34,c(-101.438238, 37.046497),"1990","215-144",-101.438238,37.046497,332.7061157,"328-393"
"5","Morton",-149.18,NA,1990-01-10,370625102021201,129,34,c(-102.035118, 37.105735),"1990","215-144",-102.035118,37.105735,10,"0-65"
"6","Stevens",-96.96,NA,1990-01-11,370930101185001,189,33,c(-101.315057, 37.158091),"1990","143-72",-101.315057,37.158091,419.6160889,"393-459"
"7","Pratt",-33.7,"Sun City NE",1990-01-22,372902098473802,151,29,c(-98.793447, 37.48398),"1990","71-0",-98.793447,37.48398,119.3940887,"66-131"
"8","Pratt",-34.11,"Sun City NE",1990-04-04,372902098473802,151,29,c(-98.793447, 37.48398),"1990","71-0",-98.793447,37.48398,119.3940887,"66-131"
"9","Pratt",-34.26,"Sun City NE",1990-07-05,372902098473802,151,29,c(-98.793447, 37.48398),"1990","71-0",-98.793447,37.48398,119.3940887,"66-131"
"10","Pratt",-34.21,"Sun City NE",1990-10-02,372902098473802,151,29,c(-98.793447, 37.48398),"1990","71-0",-98.793447,37.48398,119.3940887,"66-131"
"11","Pratt",-33.89,"Sun City NE",1990-01-22,372902098473803,151,29,c(-98.793427, 37.483942),"1990","71-0",-98.793427,37.483942,119.3940887,"66-131"
"12","Pratt",-34.07,"Sun City NE",1990-04-04,372902098473803,151,29,c(-98.793427, 37.483942),"1990","71-0",-98.793427,37.483942,119.3940887,"66-131"
"13","Pratt",-34.2,"Sun City NE",1990-07-05,372902098473803,151,29,c(-98.793427, 37.483942),"1990","71-0",-98.793427,37.483942,119.3940887,"66-131"
"14","Pratt",-34.09,"Sun City NE",1990-10-02,372902098473803,151,29,c(-98.793427, 37.483942),"1990","71-0",-98.793427,37.483942,119.3940887,"66-131"
"15","Stevens",-136.8,"WOODS",1990-01-11,370958101055501,189,33,c(-101.103341, 37.162395),"1990","143-72",-101.103341,37.162395,321.0385132,"263-328"
"16","Morton",-79.45,"Rolla NE",1990-01-09,371103101334301,129,33,c(-101.563638, 37.184785),"1990","143-72",-101.563638,37.184785,273.7145386,"263-328"
"17","Morton",-212.88,"Shore Airport SE",1990-01-11,372043101363101,129,31,c(-101.610442, 37.344952),"1990","215-144",-101.610442,37.344952,34.85247421,"0-65"
"18","Stevens",-291.28,"Moscow SE",1990-01-11,372128101065001,189,31,c(-101.113242, 37.358374),"1990","359-288",-101.113242,37.358374,128.8565826,"66-131"
"19","Meade",-32.74,"MEADE NE",1990-01-10,372446100160201,119,30,c(-100.270521, 37.416323),"1990","71-0",-100.270521,37.416323,260.5038452,"198-262"
"20","Meade",-32.59,"MEADE NE",1990-04-09,372446100160201,119,30,c(-100.270521, 37.416323),"1990","71-0",-100.270521,37.416323,260.5038452,"198-262"
"21","Sumner",-7.85,"CONWAY SPRINGS",1990-02-20,372317097434801,191,31,c(-97.73014, 37.386712),"1990","71-0",-97.73014,37.386712,NA,NA
"22","Sumner",-9.57,"CONWAY SPRINGS",1990-12-18,372317097434801,191,31,c(-97.73014, 37.386712),"1990","71-0",-97.73014,37.386712,NA,NA
"23","Grant",-225.6,NA,1990-01-09,372515101235101,67,30,c(-101.397232, 37.421715),"1990","287-216",-101.397232,37.421715,147.7418823,"132-197"
"24","Grant",-225.9,NA,1990-04-12,372515101235101,67,30,c(-101.397232, 37.421715),"1990","287-216",-101.397232,37.421715,147.7418823,"132-197"
"25","Grant",-225.31,NA,1990-07-03,372515101235101,67,30,c(-101.397232, 37.421715),"1990","287-216",-101.397232,37.421715,147.7418823,"132-197"
"26","Grant",-229.96,NA,1990-09-13,372515101235101,67,30,c(-101.397232, 37.421715),"1990","287-216",-101.397232,37.421715,147.7418823,"132-197"
"27","Stanton",-116.42,"Saunders",1990-01-09,372840102014101,187,29,c(-102.028654, 37.478867),"1990","143-72",-102.028654,37.478867,10,"0-65"
"28","Sumner",-16.85,"NORWICH",1990-02-20,372528097455901,191,30,c(-97.769317, 37.421033),"1990","71-0",-97.769317,37.421033,4.612901688,"0-65"
"29","Sumner",-18.3,"NORWICH",1990-12-18,372528097455901,191,30,c(-97.769317, 37.421033),"1990","71-0",-97.769317,37.421033,4.612901688,"0-65"
"30","Stanton",-204.76,"RICHFIELD NE",1990-01-09,372556101454002,187,30,c(-101.761947, 37.43234),"1990","215-144",-101.761947,37.43234,10,"0-65"
"31","Pratt",-52.99,"Isabel",1990-01-18,372818098345503,151,29,c(-98.582033, 37.470795),"1990","71-0",-98.582033,37.470795,110.6722717,"66-131"
"32","Pratt",-52.71,"Isabel",1990-04-04,372818098345503,151,29,c(-98.582033, 37.470795),"1990","71-0",-98.582033,37.470795,110.6722717,"66-131"
"33","Pratt",-53.55,"Isabel",1990-07-05,372818098345503,151,29,c(-98.582033, 37.470795),"1990","71-0",-98.582033,37.470795,110.6722717,"66-131"
"34","Pratt",-52.89,"Isabel",1990-10-01,372818098345503,151,29,c(-98.582033, 37.470795),"1990","71-0",-98.582033,37.470795,110.6722717,"66-131"
"35","Grant",-220.3,"Moscow NW",1990-01-09,372826101125501,67,30,c(-101.216446, 37.474564),"1990","287-216",-101.216446,37.474564,227.346344,"198-262"
"36","Grant",-225.74,"Moscow NW",1990-04-10,372826101125501,67,30,c(-101.216446, 37.474564),"1990","287-216",-101.216446,37.474564,227.346344,"198-262"
"37","Grant",-246.52,"Moscow NW",1990-07-03,372826101125501,67,30,c(-101.216446, 37.474564),"1990","287-216",-101.216446,37.474564,227.346344,"198-262"
"38","Grant",-257.21,"Moscow NW",1990-09-13,372826101125501,67,30,c(-101.216446, 37.474564),"1990","287-216",-101.216446,37.474564,227.346344,"198-262"
"39","Pratt",-29.9,"Sun City NE",1990-01-16,372838098470601,151,29,c(-98.784215, 37.477647),"1990","71-0",-98.784215,37.477647,107.6531219,"66-131"
