"","countyname","depth_to_water","town","date","ID","countycode","township","geometry","year2","depth","long","lat","sat","satcut"
"1","Stevens",-83.8,NA,1964-12-01,370105101085501,189,35,c(-101.149551, 37.01881),"1964","143-72",-101.149551,37.01881,421.7371826,"393-459"
"2","Stevens",-83.75,NA,1964-12-16,370105101085501,189,35,c(-101.149551, 37.01881),"1964","143-72",-101.149551,37.01881,421.7371826,"393-459"
"3","Seward",-112,"Liberal",1964-12-01,370023100550801,175,35,c(-100.917644, 37.005856),"1964","143-72",-100.917644,37.005856,479.9810486,"459-525"
"4","Seward",-113.39,"Liberal",1964-12-28,370023100550801,175,35,c(-100.917644, 37.005856),"1964","143-72",-100.917644,37.005856,479.9810486,"459-525"
"5","Stevens",-91.2,NA,1964-12-01,370152101141301,189,35,c(-101.237623, 37.031459),"1964","143-72",-101.237623,37.031459,476.3217773,"459-525"
"6","Stevens",-91.2,NA,1964-12-16,370152101141301,189,35,c(-101.237623, 37.031459),"1964","143-72",-101.237623,37.031459,476.3217773,"459-525"
"7","Stevens",-84.2,NA,1964-12-01,370930101185001,189,33,c(-101.315057, 37.158091),"1964","143-72",-101.315057,37.158091,419.6160889,"393-459"
"8","Stevens",-84.17,NA,1964-12-16,370930101185001,189,33,c(-101.315057, 37.158091),"1964","143-72",-101.315057,37.158091,419.6160889,"393-459"
"9","Seward",-28,NA,1964-10-01,370918100453201,175,33,c(-100.759103, 37.154334),"1964","71-0",-100.759103,37.154334,342.2732544,"328-393"
"10","Seward",-28,NA,1964-10-10,370918100453201,175,33,c(-100.759103, 37.154334),"1964","71-0",-100.759103,37.154334,342.2732544,"328-393"
"11","Sumner",-11.27,NA,1964-01-08,372751097140501,191,30,c(-97.235169, 37.464513),"1964","71-0",-97.235169,37.464513,NA,NA
"12","Meade",-13.84,NA,1964-03-04,372452100153801,119,30,c(-100.262735, 37.417412),"1964","71-0",-100.262735,37.417412,244.6885071,"198-262"
"13","Meade",-14.3,NA,1964-06-08,372452100153801,119,30,c(-100.262735, 37.417412),"1964","71-0",-100.262735,37.417412,244.6885071,"198-262"
"14","Meade",-15.62,NA,1964-09-14,372452100153801,119,30,c(-100.262735, 37.417412),"1964","71-0",-100.262735,37.417412,244.6885071,"198-262"
"15","Meade",-14.42,NA,1964-12-14,372452100153801,119,30,c(-100.262735, 37.417412),"1964","71-0",-100.262735,37.417412,244.6885071,"198-262"
"16","Stanton",-180.7,NA,1964-01-22,372849101435701,187,29,c(-101.733099, 37.481129),"1964","215-144",-101.733099,37.481129,52.37406158,"0-65"
"17","Sumner",-10.17,NA,1964-01-08,372626097134801,191,30,c(-97.231156, 37.441396),"1964","71-0",-97.231156,37.441396,NA,NA
"18","Haskell",-181,NA,1964-12-01,372456100435101,81,30,c(-100.730966, 37.415718),"1964","215-144",-100.730966,37.415718,229.6633148,"198-262"
