"","countyname","depth_to_water","town","date","ID","countycode","township","geometry","year2","depth","long","lat","sat","satcut"
"1","Morton",-216.13,"ROLLA SE",1991-01-09,370136101360401,129,35,c(-101.600938, 37.025356),"1991","287-216",-101.600938,37.025356,248.9849548,"198-262"
"2","Seward",-133.7,"Liberal",1991-01-12,370023100550801,175,35,c(-100.917644, 37.005856),"1991","143-72",-100.917644,37.005856,479.9810486,"459-525"
"3","Morton",-88.26,"ELKHART NORTH",1991-01-09,370217101593801,129,35,c(-101.994048, 37.035692),"1991","143-72",-101.994048,37.035692,66.13626862,"66-131"
"4","Morton",-149.9,NA,1991-01-18,370625102021201,129,34,c(-102.035118, 37.105735),"1991","215-144",-102.035118,37.105735,10,"0-65"
"5","Stevens",-97.18,NA,1991-01-09,370930101185001,189,33,c(-101.315057, 37.158091),"1991","143-72",-101.315057,37.158091,419.6160889,"393-459"
"6","Pratt",-33.94,"Sun City NE",1991-01-11,372902098473802,151,29,c(-98.793447, 37.48398),"1991","71-0",-98.793447,37.48398,119.3940887,"66-131"
"7","Pratt",-34.55,"Sun City NE",1991-04-04,372902098473802,151,29,c(-98.793447, 37.48398),"1991","71-0",-98.793447,37.48398,119.3940887,"66-131"
"8","Pratt",-34.33,"Sun City NE",1991-07-08,372902098473802,151,29,c(-98.793447, 37.48398),"1991","71-0",-98.793447,37.48398,119.3940887,"66-131"
"9","Pratt",-34.53,"Sun City NE",1991-10-03,372902098473802,151,29,c(-98.793447, 37.48398),"1991","71-0",-98.793447,37.48398,119.3940887,"66-131"
"10","Pratt",-34.28,"Sun City NE",1991-01-11,372902098473803,151,29,c(-98.793427, 37.483942),"1991","71-0",-98.793427,37.483942,119.3940887,"66-131"
"11","Pratt",-34.54,"Sun City NE",1991-04-04,372902098473803,151,29,c(-98.793427, 37.483942),"1991","71-0",-98.793427,37.483942,119.3940887,"66-131"
"12","Pratt",-34.25,"Sun City NE",1991-07-08,372902098473803,151,29,c(-98.793427, 37.483942),"1991","71-0",-98.793427,37.483942,119.3940887,"66-131"
"13","Pratt",-34.47,"Sun City NE",1991-10-03,372902098473803,151,29,c(-98.793427, 37.483942),"1991","71-0",-98.793427,37.483942,119.3940887,"66-131"
"14","Stevens",-132.9,"WOODS",1991-02-15,370958101055501,189,33,c(-101.103341, 37.162395),"1991","143-72",-101.103341,37.162395,321.0385132,"263-328"
"15","Morton",-83.3,"Rolla NE",1991-01-09,371103101334301,129,33,c(-101.563638, 37.184785),"1991","143-72",-101.563638,37.184785,273.7145386,"263-328"
"16","Morton",-215.15,"Shore Airport SE",1991-01-10,372043101363101,129,31,c(-101.610442, 37.344952),"1991","215-144",-101.610442,37.344952,34.85247421,"0-65"
"17","Stevens",-290.95,"Moscow SE",1991-01-08,372128101065001,189,31,c(-101.113242, 37.358374),"1991","359-288",-101.113242,37.358374,128.8565826,"66-131"
