"","countyname","depth_to_water","town","date","ID","countycode","township","geometry","year2","depth","long","lat","sat","satcut"
"1","Seward",-113.87,"Liberal",1975-01-16,370023100550801,175,35,c(-100.917644, 37.005856),"1975","143-72",-100.917644,37.005856,479.9810486,"459-525"
"2","Morton",-149,NA,1975-08-01,370625102021201,129,34,c(-102.035118, 37.105735),"1975","215-144",-102.035118,37.105735,10,"0-65"
"3","Morton",-42.9,NA,1975-01-16,370927101472401,129,33,c(-101.790299, 37.157098),"1975","71-0",-101.790299,37.157098,48.42269135,"0-65"
"4","Stevens",-94.24,NA,1975-01-16,370930101185001,189,33,c(-101.315057, 37.158091),"1975","143-72",-101.315057,37.158091,419.6160889,"393-459"
"5","Meade",-47.25,NA,1975-01-22,372743100162501,119,30,c(-100.276361, 37.464943),"1975","71-0",-100.276361,37.464943,190.1746521,"132-197"
"6","Meade",-8.22,NA,1975-01-22,372452100153801,119,30,c(-100.262735, 37.417412),"1975","71-0",-100.262735,37.417412,244.6885071,"198-262"
"7","Meade",-8.14,NA,1975-03-05,372452100153801,119,30,c(-100.262735, 37.417412),"1975","71-0",-100.262735,37.417412,244.6885071,"198-262"
"8","Meade",-8.22,NA,1975-06-11,372452100153801,119,30,c(-100.262735, 37.417412),"1975","71-0",-100.262735,37.417412,244.6885071,"198-262"
"9","Meade",-10.55,NA,1975-09-03,372452100153801,119,30,c(-100.262735, 37.417412),"1975","71-0",-100.262735,37.417412,244.6885071,"198-262"
"10","Seward",-209.82,"Sublette SW",1975-01-16,371641100594601,175,32,c(-100.996843, 37.278474),"1975","215-144",-100.996843,37.278474,202.8879242,"198-262"
"11","Barber",-3.78,"GERLANE",1975-03-24,371414098334701,7,32,c(-98.565286, 37.238808),"1975","71-0",-98.565286,37.238808,NA,NA
"12","Barber",-3.19,"GERLANE",1975-06-23,371414098334701,7,32,c(-98.565286, 37.238808),"1975","71-0",-98.565286,37.238808,NA,NA
"13","Barber",-4.46,"GERLANE",1975-09-17,371414098334701,7,32,c(-98.565286, 37.238808),"1975","71-0",-98.565286,37.238808,NA,NA
"14","Barber",-4.09,"GERLANE",1975-12-19,371414098334701,7,32,c(-98.565286, 37.238808),"1975","71-0",-98.565286,37.238808,NA,NA
"15","Morton",-68.67,"Rolla NE",1975-01-16,371103101334301,129,33,c(-101.563638, 37.184785),"1975","71-0",-101.563638,37.184785,273.7145386,"263-328"
"16","Seward",-174.53,NA,1975-01-16,372112100390201,175,31,c(-100.651602, 37.354087),"1975","215-144",-100.651602,37.354087,252.283432,"198-262"
"17","Stevens",-181.65,NA,1975-01-15,371746101203601,189,32,c(-101.344782, 37.296243),"1975","215-144",-101.344782,37.296243,286.6643372,"263-328"
"18","Stanton",-129.82,NA,1975-01-17,372345101320801,187,30,c(-101.536087, 37.396583),"1975","143-72",-101.536087,37.396583,113.9638977,"66-131"
"19","Morton",-161.55,"Shore Airport SE",1975-01-16,372043101363101,129,31,c(-101.610442, 37.344952),"1975","215-144",-101.610442,37.344952,34.85247421,"0-65"
"20","Meade",-88.72,NA,1975-01-22,371931100115502,119,31,c(-100.199692, 37.328903),"1975","143-72",-100.199692,37.328903,107.1641388,"66-131"
"21","Stevens",-252.66,"Moscow SE",1975-01-16,372128101065001,189,31,c(-101.113242, 37.358374),"1975","287-216",-101.113242,37.358374,128.8565826,"66-131"
"22","Grant",-42.72,NA,1975-01-16,372444101125601,67,30,c(-101.215409, 37.412301),"1975","71-0",-101.215409,37.412301,159.5099487,"132-197"
"23","Meade",-16.85,NA,1975-01-22,372316100125001,119,30,c(-100.215142, 37.391809),"1975","71-0",-100.215142,37.391809,183.5232239,"132-197"
"24","Grant",-189.93,NA,1975-01-17,372515101235101,67,30,c(-101.397232, 37.421715),"1975","215-144",-101.397232,37.421715,147.7418823,"132-197"
"25","Grant",-185.75,NA,1975-03-10,372515101235101,67,30,c(-101.397232, 37.421715),"1975","215-144",-101.397232,37.421715,147.7418823,"132-197"
"26","Grant",-183.03,NA,1975-06-17,372515101235101,67,30,c(-101.397232, 37.421715),"1975","215-144",-101.397232,37.421715,147.7418823,"132-197"
"27","Grant",-191.77,NA,1975-09-09,372515101235101,67,30,c(-101.397232, 37.421715),"1975","215-144",-101.397232,37.421715,147.7418823,"132-197"
"28","Grant",-169.26,"Moscow NW",1975-01-16,372826101125501,67,30,c(-101.216446, 37.474564),"1975","215-144",-101.216446,37.474564,227.346344,"198-262"
"29","Grant",-170.38,"Moscow NW",1975-03-10,372826101125501,67,30,c(-101.216446, 37.474564),"1975","215-144",-101.216446,37.474564,227.346344,"198-262"
"30","Grant",-170.59,"Moscow NW",1975-06-17,372826101125501,67,30,c(-101.216446, 37.474564),"1975","215-144",-101.216446,37.474564,227.346344,"198-262"
"31","Grant",-177.98,"Moscow NW",1975-09-09,372826101125501,67,30,c(-101.216446, 37.474564),"1975","215-144",-101.216446,37.474564,227.346344,"198-262"
"32","Haskell",-267.5,NA,1975-01-13,372827100533301,81,30,c(-100.892654, 37.47413),"1975","287-216",-100.892654,37.47413,231.7217865,"198-262"
