"","countyname","depth_to_water","town","date","ID","countycode","township","geometry","year2","depth","long","lat","sat","satcut"
"1","Sumner",-13.09,NA,1955-02-08,372751097140501,191,30,c(-97.235169, 37.464513),"1955","71-0",-97.235169,37.464513,NA,NA
"2","Sumner",-13.3,NA,1955-04-25,372751097140501,191,30,c(-97.235169, 37.464513),"1955","71-0",-97.235169,37.464513,NA,NA
"3","Sumner",-11.77,NA,1955-06-03,372751097140501,191,30,c(-97.235169, 37.464513),"1955","71-0",-97.235169,37.464513,NA,NA
"4","Sumner",-12.22,NA,1955-07-20,372751097140501,191,30,c(-97.235169, 37.464513),"1955","71-0",-97.235169,37.464513,NA,NA
"5","Sumner",-11.14,NA,1955-11-08,372751097140501,191,30,c(-97.235169, 37.464513),"1955","71-0",-97.235169,37.464513,NA,NA
"6","Meade",-12.45,NA,1955-01-05,372452100153801,119,30,c(-100.262735, 37.417412),"1955","71-0",-100.262735,37.417412,244.6885071,"198-262"
"7","Meade",-12.43,NA,1955-01-10,372452100153801,119,30,c(-100.262735, 37.417412),"1955","71-0",-100.262735,37.417412,244.6885071,"198-262"
"8","Meade",-12.4,NA,1955-01-15,372452100153801,119,30,c(-100.262735, 37.417412),"1955","71-0",-100.262735,37.417412,244.6885071,"198-262"
"9","Meade",-12.37,NA,1955-01-20,372452100153801,119,30,c(-100.262735, 37.417412),"1955","71-0",-100.262735,37.417412,244.6885071,"198-262"
"10","Meade",-12.33,NA,1955-01-25,372452100153801,119,30,c(-100.262735, 37.417412),"1955","71-0",-100.262735,37.417412,244.6885071,"198-262"
"11","Meade",-12.32,NA,1955-01-30,372452100153801,119,30,c(-100.262735, 37.417412),"1955","71-0",-100.262735,37.417412,244.6885071,"198-262"
"12","Meade",-12.3,NA,1955-02-05,372452100153801,119,30,c(-100.262735, 37.417412),"1955","71-0",-100.262735,37.417412,244.6885071,"198-262"
"13","Meade",-12.33,NA,1955-02-10,372452100153801,119,30,c(-100.262735, 37.417412),"1955","71-0",-100.262735,37.417412,244.6885071,"198-262"
"14","Meade",-12.29,NA,1955-02-15,372452100153801,119,30,c(-100.262735, 37.417412),"1955","71-0",-100.262735,37.417412,244.6885071,"198-262"
"15","Meade",-12.29,NA,1955-02-20,372452100153801,119,30,c(-100.262735, 37.417412),"1955","71-0",-100.262735,37.417412,244.6885071,"198-262"
"16","Meade",-12.3,NA,1955-02-25,372452100153801,119,30,c(-100.262735, 37.417412),"1955","71-0",-100.262735,37.417412,244.6885071,"198-262"
"17","Meade",-12.35,NA,1955-03-05,372452100153801,119,30,c(-100.262735, 37.417412),"1955","71-0",-100.262735,37.417412,244.6885071,"198-262"
"18","Meade",-12.36,NA,1955-03-10,372452100153801,119,30,c(-100.262735, 37.417412),"1955","71-0",-100.262735,37.417412,244.6885071,"198-262"
"19","Meade",-12.45,NA,1955-03-15,372452100153801,119,30,c(-100.262735, 37.417412),"1955","71-0",-100.262735,37.417412,244.6885071,"198-262"
"20","Meade",-12.52,NA,1955-03-20,372452100153801,119,30,c(-100.262735, 37.417412),"1955","71-0",-100.262735,37.417412,244.6885071,"198-262"
"21","Meade",-12.55,NA,1955-03-25,372452100153801,119,30,c(-100.262735, 37.417412),"1955","71-0",-100.262735,37.417412,244.6885071,"198-262"
"22","Meade",-12.6,NA,1955-03-30,372452100153801,119,30,c(-100.262735, 37.417412),"1955","71-0",-100.262735,37.417412,244.6885071,"198-262"
"23","Meade",-12.71,NA,1955-04-05,372452100153801,119,30,c(-100.262735, 37.417412),"1955","71-0",-100.262735,37.417412,244.6885071,"198-262"
"24","Meade",-12.77,NA,1955-04-10,372452100153801,119,30,c(-100.262735, 37.417412),"1955","71-0",-100.262735,37.417412,244.6885071,"198-262"
"25","Meade",-12.84,NA,1955-04-15,372452100153801,119,30,c(-100.262735, 37.417412),"1955","71-0",-100.262735,37.417412,244.6885071,"198-262"
"26","Meade",-12.88,NA,1955-04-20,372452100153801,119,30,c(-100.262735, 37.417412),"1955","71-0",-100.262735,37.417412,244.6885071,"198-262"
"27","Meade",-12.9,NA,1955-04-25,372452100153801,119,30,c(-100.262735, 37.417412),"1955","71-0",-100.262735,37.417412,244.6885071,"198-262"
"28","Meade",-12.92,NA,1955-04-30,372452100153801,119,30,c(-100.262735, 37.417412),"1955","71-0",-100.262735,37.417412,244.6885071,"198-262"
"29","Meade",-12.96,NA,1955-05-05,372452100153801,119,30,c(-100.262735, 37.417412),"1955","71-0",-100.262735,37.417412,244.6885071,"198-262"
"30","Meade",-13.03,NA,1955-05-10,372452100153801,119,30,c(-100.262735, 37.417412),"1955","71-0",-100.262735,37.417412,244.6885071,"198-262"
"31","Meade",-13.08,NA,1955-05-15,372452100153801,119,30,c(-100.262735, 37.417412),"1955","71-0",-100.262735,37.417412,244.6885071,"198-262"
"32","Meade",-13,NA,1955-05-20,372452100153801,119,30,c(-100.262735, 37.417412),"1955","71-0",-100.262735,37.417412,244.6885071,"198-262"
"33","Meade",-12.98,NA,1955-05-25,372452100153801,119,30,c(-100.262735, 37.417412),"1955","71-0",-100.262735,37.417412,244.6885071,"198-262"
"34","Meade",-12.82,NA,1955-05-30,372452100153801,119,30,c(-100.262735, 37.417412),"1955","71-0",-100.262735,37.417412,244.6885071,"198-262"
"35","Meade",-12.78,NA,1955-06-05,372452100153801,119,30,c(-100.262735, 37.417412),"1955","71-0",-100.262735,37.417412,244.6885071,"198-262"
"36","Meade",-12.76,NA,1955-06-10,372452100153801,119,30,c(-100.262735, 37.417412),"1955","71-0",-100.262735,37.417412,244.6885071,"198-262"
"37","Meade",-12.74,NA,1955-06-15,372452100153801,119,30,c(-100.262735, 37.417412),"1955","71-0",-100.262735,37.417412,244.6885071,"198-262"
"38","Meade",-12.65,NA,1955-06-20,372452100153801,119,30,c(-100.262735, 37.417412),"1955","71-0",-100.262735,37.417412,244.6885071,"198-262"
"39","Meade",-12.62,NA,1955-06-25,372452100153801,119,30,c(-100.262735, 37.417412),"1955","71-0",-100.262735,37.417412,244.6885071,"198-262"
"40","Meade",-12.59,NA,1955-06-30,372452100153801,119,30,c(-100.262735, 37.417412),"1955","71-0",-100.262735,37.417412,244.6885071,"198-262"
"41","Meade",-12.79,NA,1955-07-05,372452100153801,119,30,c(-100.262735, 37.417412),"1955","71-0",-100.262735,37.417412,244.6885071,"198-262"
"42","Meade",-13.05,NA,1955-07-10,372452100153801,119,30,c(-100.262735, 37.417412),"1955","71-0",-100.262735,37.417412,244.6885071,"198-262"
"43","Meade",-13.21,NA,1955-07-15,372452100153801,119,30,c(-100.262735, 37.417412),"1955","71-0",-100.262735,37.417412,244.6885071,"198-262"
"44","Meade",-13.34,NA,1955-07-20,372452100153801,119,30,c(-100.262735, 37.417412),"1955","71-0",-100.262735,37.417412,244.6885071,"198-262"
