"","countyname","depth_to_water","town","date","ID","countycode","township","geometry","year2","depth","long","lat","sat","satcut"
"1","Seward",-116.65,"Liberal",1981-01-22,370023100550801,175,35,c(-100.917644, 37.005856),"1981","143-72",-100.917644,37.005856,479.9810486,"459-525"
"2","Morton",-43.59,NA,1981-01-22,370927101472401,129,33,c(-101.790299, 37.157098),"1981","71-0",-101.790299,37.157098,48.42269135,"0-65"
"3","Stevens",-95.66,NA,1981-01-21,370930101185001,189,33,c(-101.315057, 37.158091),"1981","143-72",-101.315057,37.158091,419.6160889,"393-459"
"4","Stevens",-84.87,NA,1981-01-21,371134101211701,189,33,c(-101.356026, 37.192606),"1981","143-72",-101.356026,37.192606,396.286377,"393-459"
"5","Stevens",-107.26,"WOODS NW",1981-01-21,371143101080501,189,33,c(-101.131909, 37.190821),"1981","143-72",-101.131909,37.190821,304.1519775,"263-328"
"6","Meade",-70.65,NA,1981-01-13,372743100162501,119,30,c(-100.276361, 37.464943),"1981","71-0",-100.276361,37.464943,190.1746521,"132-197"
"7","Pratt",-36.44,"Sun City NE",1981-03-01,372902098473802,151,29,c(-98.793447, 37.48398),"1981","71-0",-98.793447,37.48398,119.3940887,"66-131"
"8","Pratt",-35.08,"Sun City NE",1981-07-08,372902098473802,151,29,c(-98.793447, 37.48398),"1981","71-0",-98.793447,37.48398,119.3940887,"66-131"
"9","Pratt",-36.37,"Sun City NE",1981-03-01,372902098473803,151,29,c(-98.793427, 37.483942),"1981","71-0",-98.793427,37.483942,119.3940887,"66-131"
"10","Pratt",-35.02,"Sun City NE",1981-07-08,372902098473803,151,29,c(-98.793427, 37.483942),"1981","71-0",-98.793427,37.483942,119.3940887,"66-131"
"11","Meade",-9.17,NA,1981-01-13,372452100153801,119,30,c(-100.262735, 37.417412),"1981","71-0",-100.262735,37.417412,244.6885071,"198-262"
"12","Meade",-9.29,NA,1981-04-28,372452100153801,119,30,c(-100.262735, 37.417412),"1981","71-0",-100.262735,37.417412,244.6885071,"198-262"
"13","Meade",-9.86,NA,1981-07-14,372452100153801,119,30,c(-100.262735, 37.417412),"1981","71-0",-100.262735,37.417412,244.6885071,"198-262"
"14","Meade",-10.91,NA,1981-10-27,372452100153801,119,30,c(-100.262735, 37.417412),"1981","71-0",-100.262735,37.417412,244.6885071,"198-262"
"15","Seward",-219.31,"Sublette SW",1981-01-21,371641100594601,175,32,c(-100.996843, 37.278474),"1981","287-216",-100.996843,37.278474,202.8879242,"198-262"
"16","Seward",-250.36,NA,1981-01-21,371529101022001,175,32,c(-101.03981, 37.257989),"1981","287-216",-101.03981,37.257989,213.2106018,"198-262"
"17","Stevens",-122.3,"WOODS",1981-01-21,370958101055501,189,33,c(-101.103341, 37.162395),"1981","143-72",-101.103341,37.162395,321.0385132,"263-328"
"18","Barber",-4.35,"GERLANE",1981-01-06,371414098334701,7,32,c(-98.565286, 37.238808),"1981","71-0",-98.565286,37.238808,NA,NA
"19","Barber",-4.39,"GERLANE",1981-03-23,371414098334701,7,32,c(-98.565286, 37.238808),"1981","71-0",-98.565286,37.238808,NA,NA
"20","Barber",-4.43,"GERLANE",1981-06-15,371414098334701,7,32,c(-98.565286, 37.238808),"1981","71-0",-98.565286,37.238808,NA,NA
"21","Barber",-4.9,"GERLANE",1981-09-24,371414098334701,7,32,c(-98.565286, 37.238808),"1981","71-0",-98.565286,37.238808,NA,NA
"22","Barber",-4.28,"GERLANE",1981-12-16,371414098334701,7,32,c(-98.565286, 37.238808),"1981","71-0",-98.565286,37.238808,NA,NA
