"","countyname","depth_to_water","town","date","ID","countycode","township","geometry","year2","depth","long","lat","sat","satcut"
"1","Cherokee",-255.89,"BAXTER SPRINGS",1960-07-05,370215094440301,21,34,c(-94.72917, 37.036502),"1960","287-216",-94.72917,37.036502,NA,NA
"2","Sumner",-10.5,NA,1960-11-30,372751097140501,191,30,c(-97.235169, 37.464513),"1960","71-0",-97.235169,37.464513,NA,NA
"3","Meade",-14.91,NA,1960-01-08,372452100153801,119,30,c(-100.262735, 37.417412),"1960","71-0",-100.262735,37.417412,244.6885071,"198-262"
"4","Meade",-14.05,NA,1960-04-18,372452100153801,119,30,c(-100.262735, 37.417412),"1960","71-0",-100.262735,37.417412,244.6885071,"198-262"
"5","Meade",-15.35,NA,1960-07-11,372452100153801,119,30,c(-100.262735, 37.417412),"1960","71-0",-100.262735,37.417412,244.6885071,"198-262"
"6","Meade",-17.68,NA,1960-09-21,372452100153801,119,30,c(-100.262735, 37.417412),"1960","71-0",-100.262735,37.417412,244.6885071,"198-262"
"7","Meade",-15.36,NA,1960-12-07,372452100153801,119,30,c(-100.262735, 37.417412),"1960","71-0",-100.262735,37.417412,244.6885071,"198-262"
"8","Stanton",-172.69,NA,1960-02-12,372849101435701,187,29,c(-101.733099, 37.481129),"1960","215-144",-101.733099,37.481129,52.37406158,"0-65"
"9","Stanton",-172.25,NA,1960-03-31,372849101435701,187,29,c(-101.733099, 37.481129),"1960","215-144",-101.733099,37.481129,52.37406158,"0-65"
"10","Sumner",-9.5,NA,1960-11-30,372626097134801,191,30,c(-97.231156, 37.441396),"1960","71-0",-97.231156,37.441396,NA,NA
"11","Sumner",-8.85,NA,1960-12-28,372626097134801,191,30,c(-97.231156, 37.441396),"1960","71-0",-97.231156,37.441396,NA,NA
"12","Stanton",-174.81,NA,1960-04-04,372428101555701,187,30,c(-101.932992, 37.409153),"1960","215-144",-101.932992,37.409153,10,"0-65"
"13","Stanton",-93.19,NA,1960-02-12,372345101320801,187,30,c(-101.536087, 37.396583),"1960","143-72",-101.536087,37.396583,113.9638977,"66-131"
"14","Stanton",-92.8,NA,1960-04-01,372345101320801,187,30,c(-101.536087, 37.396583),"1960","143-72",-101.536087,37.396583,113.9638977,"66-131"
"15","Stevens",-228.1,"Moscow SE",1960-01-04,372128101065001,189,31,c(-101.113242, 37.358374),"1960","287-216",-101.113242,37.358374,128.8565826,"66-131"
"16","Stevens",-227.49,"Moscow SE",1960-03-21,372128101065001,189,31,c(-101.113242, 37.358374),"1960","287-216",-101.113242,37.358374,128.8565826,"66-131"
"17","Grant",-135.81,NA,1960-02-09,372515101235101,67,30,c(-101.397232, 37.421715),"1960","143-72",-101.397232,37.421715,147.7418823,"132-197"
"18","Grant",-142.63,NA,1960-11-09,372515101235101,67,30,c(-101.397232, 37.421715),"1960","143-72",-101.397232,37.421715,147.7418823,"132-197"
"19","Stanton",-99.75,"Saunders",1960-03-30,372840102014101,187,29,c(-102.028654, 37.478867),"1960","143-72",-102.028654,37.478867,10,"0-65"
"20","Sumner",-12.1,NA,1960-11-30,372659097142901,191,30,c(-97.242066, 37.450505),"1960","71-0",-97.242066,37.450505,NA,NA
"21","Sumner",-6.2,NA,1960-11-30,372659097142902,191,30,c(-97.242066, 37.450505),"1960","71-0",-97.242066,37.450505,NA,NA
"22","Sumner",-5.75,NA,1960-12-28,372659097142902,191,30,c(-97.242066, 37.450505),"1960","71-0",-97.242066,37.450505,NA,NA
"23","Morton",-155.88,NA,1960-02-18,371954101401701,129,31,c(-101.671708, 37.332267),"1960","215-144",-101.671708,37.332267,28.92772102,"0-65"
"24","Morton",-158.67,NA,1960-11-09,371954101401701,129,31,c(-101.671708, 37.332267),"1960","215-144",-101.671708,37.332267,28.92772102,"0-65"
"25","Cherokee",-5.05,"KIRKWOOD",1960-05-06,371704094422601,21,32,c(-94.706595, 37.285242),"1960","71-0",-94.706595,37.285242,NA,NA
"26","Cherokee",-11.85,"KIRKWOOD",1960-12-22,371704094422601,21,32,c(-94.706595, 37.285242),"1960","71-0",-94.706595,37.285242,NA,NA
"27","Grant",-107.69,"Ulysses SW",1960-01-27,373009101234301,67,29,c(-101.394705, 37.503805),"1960","143-72",-101.394705,37.503805,195.8860016,"132-197"
"28","Grant",-104.21,"Ulysses SW",1960-03-31,373009101234301,67,29,c(-101.394705, 37.503805),"1960","143-72",-101.394705,37.503805,195.8860016,"132-197"
"29","Grant",-61.34,NA,1960-02-08,373036101281301,67,29,c(-101.470234, 37.510504),"1960","71-0",-101.470234,37.510504,194.1110687,"132-197"
"30","Grant",-60.22,NA,1960-04-01,373036101281301,67,29,c(-101.470234, 37.510504),"1960","71-0",-101.470234,37.510504,194.1110687,"132-197"
"31","Stanton",-66.32,"Big Bow",1960-02-16,373031101350901,187,29,c(-101.585947, 37.50809),"1960","71-0",-101.585947,37.50809,157.9047699,"132-197"
"32","Stanton",-65.86,"Big Bow",1960-03-31,373031101350901,187,29,c(-101.585947, 37.50809),"1960","71-0",-101.585947,37.50809,157.9047699,"132-197"
"33","Stanton",-222,NA,1960-03-01,373018101521101,187,29,c(-101.869836, 37.506198),"1960","287-216",-101.869836,37.506198,10,"0-65"
"34","Stanton",-222.1,NA,1960-03-03,373018101521101,187,29,c(-101.869836, 37.506198),"1960","287-216",-101.869836,37.506198,10,"0-65"
"35","Gray",-85.38,NA,1960-01-06,373247100291101,69,29,c(-100.487352, 37.546669),"1960","143-72",-100.487352,37.546669,137.5526276,"132-197"
"36","Gray",-86.5,NA,1960-04-18,373247100291101,69,29,c(-100.487352, 37.546669),"1960","143-72",-100.487352,37.546669,137.5526276,"132-197"
"37","Gray",-86.97,NA,1960-10-19,373247100291101,69,29,c(-100.487352, 37.546669),"1960","143-72",-100.487352,37.546669,137.5526276,"132-197"
"38","Ford",-95.47,"BUCKLIN",1960-01-26,373309099384901,57,29,c(-99.645121, 37.556441),"1960","143-72",-99.645121,37.556441,52.66797638,"0-65"
"39","Ford",-95.21,"BUCKLIN",1960-04-19,373309099384901,57,29,c(-99.645121, 37.556441),"1960","143-72",-99.645121,37.556441,52.66797638,"0-65"
"40","Ford",-95.92,"BUCKLIN",1960-10-17,373309099384901,57,29,c(-99.645121, 37.556441),"1960","143-72",-99.645121,37.556441,52.66797638,"0-65"
"41","Stanton",-210.62,NA,1960-03-30,373202101523501,187,29,c(-101.876551, 37.535387),"1960","215-144",-101.876551,37.535387,10,"0-65"
"42","Grant",-233.25,NA,1960-03-25,373206101053101,67,29,c(-101.092365, 37.53486),"1960","287-216",-101.092365,37.53486,195.7415619,"132-197"
"43","Stanton",-91.57,NA,1960-02-08,373614101365101,187,28,c(-101.615057, 37.604158),"1960","143-72",-101.615057,37.604158,165.6348877,"132-197"
"44","Stanton",-89.42,NA,1960-03-31,373614101365101,187,28,c(-101.615057, 37.604158),"1960","143-72",-101.615057,37.604158,165.6348877,"132-197"
"45","Grant",-86.16,NA,1960-01-25,373742101302001,67,28,c(-101.506413, 37.629336),"1960","143-72",-101.506413,37.629336,128.2467651,"66-131"
"46","Grant",-79.7,NA,1960-03-21,373742101302001,67,28,c(-101.506413, 37.629336),"1960","143-72",-101.506413,37.629336,128.2467651,"66-131"
