"","countyname","depth_to_water","town","date","ID","countycode","township","geometry","year2","depth","long","lat","sat","satcut"
"1","Seward",-108.41,"Liberal",1974-01-15,370023100550801,175,35,c(-100.917644, 37.005856),"1974","143-72",-100.917644,37.005856,479.9810486,"459-525"
"2","Stevens",-91.94,NA,1974-01-24,370930101185001,189,33,c(-101.315057, 37.158091),"1974","143-72",-101.315057,37.158091,419.6160889,"393-459"
"3","Stevens",-78.64,NA,1974-01-24,371134101211701,189,33,c(-101.356026, 37.192606),"1974","143-72",-101.356026,37.192606,396.286377,"393-459"
"4","Meade",-44.2,NA,1974-01-16,372743100162501,119,30,c(-100.276361, 37.464943),"1974","71-0",-100.276361,37.464943,190.1746521,"132-197"
"5","Meade",-4.95,NA,1974-01-16,372452100153801,119,30,c(-100.262735, 37.417412),"1974","71-0",-100.262735,37.417412,244.6885071,"198-262"
"6","Meade",-4.9,NA,1974-03-19,372452100153801,119,30,c(-100.262735, 37.417412),"1974","71-0",-100.262735,37.417412,244.6885071,"198-262"
"7","Meade",-7.28,NA,1974-06-04,372452100153801,119,30,c(-100.262735, 37.417412),"1974","71-0",-100.262735,37.417412,244.6885071,"198-262"
"8","Meade",-7.8,NA,1974-09-04,372452100153801,119,30,c(-100.262735, 37.417412),"1974","71-0",-100.262735,37.417412,244.6885071,"198-262"
"9","Meade",-8.38,NA,1974-12-16,372452100153801,119,30,c(-100.262735, 37.417412),"1974","71-0",-100.262735,37.417412,244.6885071,"198-262"
"10","Seward",-206.67,"Sublette SW",1974-01-14,371641100594601,175,32,c(-100.996843, 37.278474),"1974","215-144",-100.996843,37.278474,202.8879242,"198-262"
"11","Seward",-236.99,NA,1974-01-14,371529101022001,175,32,c(-101.03981, 37.257989),"1974","287-216",-101.03981,37.257989,213.2106018,"198-262"
"12","Barber",-3.23,"GERLANE",1974-01-09,371414098334701,7,32,c(-98.565286, 37.238808),"1974","71-0",-98.565286,37.238808,NA,NA
"13","Barber",-2.83,"GERLANE",1974-03-15,371414098334701,7,32,c(-98.565286, 37.238808),"1974","71-0",-98.565286,37.238808,NA,NA
"14","Barber",-4.2,"GERLANE",1974-06-26,371414098334701,7,32,c(-98.565286, 37.238808),"1974","71-0",-98.565286,37.238808,NA,NA
"15","Barber",-4,"GERLANE",1974-09-18,371414098334701,7,32,c(-98.565286, 37.238808),"1974","71-0",-98.565286,37.238808,NA,NA
"16","Barber",-3.77,"GERLANE",1974-12-17,371414098334701,7,32,c(-98.565286, 37.238808),"1974","71-0",-98.565286,37.238808,NA,NA
"17","Morton",-72.26,"Rolla NE",1974-01-25,371103101334301,129,33,c(-101.563638, 37.184785),"1974","143-72",-101.563638,37.184785,273.7145386,"263-328"
"18","Seward",-168.39,NA,1974-01-14,372112100390201,175,31,c(-100.651602, 37.354087),"1974","215-144",-100.651602,37.354087,252.283432,"198-262"
"19","Stevens",-175.47,NA,1974-01-23,371746101203601,189,32,c(-101.344782, 37.296243),"1974","215-144",-101.344782,37.296243,286.6643372,"263-328"
"20","Stanton",-125.63,NA,1974-01-24,372345101320801,187,30,c(-101.536087, 37.396583),"1974","143-72",-101.536087,37.396583,113.9638977,"66-131"
"21","Morton",-156.1,"Shore Airport SE",1974-01-25,372043101363101,129,31,c(-101.610442, 37.344952),"1974","215-144",-101.610442,37.344952,34.85247421,"0-65"
"22","Stevens",-247.84,"Moscow SE",1974-01-23,372128101065001,189,31,c(-101.113242, 37.358374),"1974","287-216",-101.113242,37.358374,128.8565826,"66-131"
"23","Grant",-38.17,NA,1974-01-24,372444101125601,67,30,c(-101.215409, 37.412301),"1974","71-0",-101.215409,37.412301,159.5099487,"132-197"
"24","Meade",-14.68,NA,1974-01-16,372316100125001,119,30,c(-100.215142, 37.391809),"1974","71-0",-100.215142,37.391809,183.5232239,"132-197"
"25","Grant",-174.65,NA,1974-01-24,372515101235101,67,30,c(-101.397232, 37.421715),"1974","215-144",-101.397232,37.421715,147.7418823,"132-197"
"26","Grant",-176.57,NA,1974-03-04,372515101235101,67,30,c(-101.397232, 37.421715),"1974","215-144",-101.397232,37.421715,147.7418823,"132-197"
"27","Grant",-195.43,NA,1974-06-12,372515101235101,67,30,c(-101.397232, 37.421715),"1974","215-144",-101.397232,37.421715,147.7418823,"132-197"
"28","Grant",-186.35,NA,1974-09-09,372515101235101,67,30,c(-101.397232, 37.421715),"1974","215-144",-101.397232,37.421715,147.7418823,"132-197"
"29","Grant",-182.8,NA,1974-12-03,372515101235101,67,30,c(-101.397232, 37.421715),"1974","215-144",-101.397232,37.421715,147.7418823,"132-197"
"30","Grant",-157.48,"Moscow NW",1974-01-24,372826101125501,67,30,c(-101.216446, 37.474564),"1974","215-144",-101.216446,37.474564,227.346344,"198-262"
"31","Grant",-158.83,"Moscow NW",1974-03-04,372826101125501,67,30,c(-101.216446, 37.474564),"1974","215-144",-101.216446,37.474564,227.346344,"198-262"
"32","Grant",-165.91,"Moscow NW",1974-06-12,372826101125501,67,30,c(-101.216446, 37.474564),"1974","215-144",-101.216446,37.474564,227.346344,"198-262"
"33","Grant",-175.97,"Moscow NW",1974-09-09,372826101125501,67,30,c(-101.216446, 37.474564),"1974","215-144",-101.216446,37.474564,227.346344,"198-262"
"34","Grant",-167.9,"Moscow NW",1974-12-03,372826101125501,67,30,c(-101.216446, 37.474564),"1974","215-144",-101.216446,37.474564,227.346344,"198-262"
"35","Haskell",-249.1,NA,1974-01-16,372819101003001,81,30,c(-101.007926, 37.472125),"1974","287-216",-101.007926,37.472125,185.7352448,"132-197"
"36","Haskell",-256.49,NA,1974-01-14,372827100533301,81,30,c(-100.892654, 37.47413),"1974","287-216",-100.892654,37.47413,231.7217865,"198-262"
"37","Meade",-176.42,NA,1974-01-15,372703100333301,119,30,c(-100.56023, 37.45202),"1974","215-144",-100.56023,37.45202,258.0777588,"198-262"
"38","Haskell",-214.4,NA,1974-01-16,372405100520501,81,30,c(-100.867689, 37.401376),"1974","215-144",-100.867689,37.401376,217.1811676,"198-262"
"39","Haskell",-215,NA,1974-03-07,372405100520501,81,30,c(-100.867689, 37.401376),"1974","215-144",-100.867689,37.401376,217.1811676,"198-262"
"40","Haskell",-217.93,NA,1974-06-05,372405100520501,81,30,c(-100.867689, 37.401376),"1974","287-216",-100.867689,37.401376,217.1811676,"198-262"
"41","Haskell",-216.33,NA,1974-12-09,372405100520501,81,30,c(-100.867689, 37.401376),"1974","287-216",-100.867689,37.401376,217.1811676,"198-262"
"42","Pratt",-65.3,"Cullison",1974-01-01,373924098571401,151,27,c(-98.95667, 37.65626),"1974","71-0",-98.95667,37.65626,151.1401215,"132-197"
"43","Haskell",-166.9,"Wild Horse Lake",1974-01-17,373929100453601,81,27,c(-100.761438, 37.658774),"1974","215-144",-100.761438,37.658774,205.5494995,"198-262"
"44","Seward",-176.94,"Plains SW",1974-01-14,371706100432201,175,32,c(-100.725734, 37.28585),"1974","215-144",-100.725734,37.28585,200.6348267,"198-262"
"45","Seward",-192.15,NA,1974-01-14,372010100484001,175,31,c(-100.812693, 37.336021),"1974","215-144",-100.812693,37.336021,200.7607727,"198-262"
"46","Gray",-178.38,"Haggard",1974-01-25,373848100155901,69,28,c(-100.269121, 37.649852),"1974","215-144",-100.269121,37.649852,95.23243713,"66-131"
"47","Grant",-179.98,"Ulysses SW",1974-01-23,373009101234301,67,29,c(-101.394705, 37.503805),"1974","215-144",-101.394705,37.503805,195.8860016,"132-197"
"48","Grant",-106.02,NA,1974-01-24,373036101281301,67,29,c(-101.470234, 37.510504),"1974","143-72",-101.470234,37.510504,194.1110687,"132-197"
"49","Gray",-154.7,"Copeland SE",1974-01-24,373054100354401,69,29,c(-100.597631, 37.515029),"1974","215-144",-100.597631,37.515029,176.6936951,"132-197"
"50","Stanton",-109.68,"Big Bow",1974-01-24,373031101350901,187,29,c(-101.585947, 37.50809),"1974","143-72",-101.585947,37.50809,157.9047699,"132-197"
"51","Stanton",-225.37,NA,1974-12-04,373018101521101,187,29,c(-101.869836, 37.506198),"1974","287-216",-101.869836,37.506198,10,"0-65"
"52","Gray",-97.2,NA,1974-01-24,373247100291101,69,29,c(-100.487352, 37.546669),"1974","143-72",-100.487352,37.546669,137.5526276,"132-197"
"53","Gray",-96.58,NA,1974-03-19,373247100291101,69,29,c(-100.487352, 37.546669),"1974","143-72",-100.487352,37.546669,137.5526276,"132-197"
"54","Gray",-99.91,NA,1974-06-04,373247100291101,69,29,c(-100.487352, 37.546669),"1974","143-72",-100.487352,37.546669,137.5526276,"132-197"
"55","Gray",-102.56,NA,1974-09-04,373247100291101,69,29,c(-100.487352, 37.546669),"1974","143-72",-100.487352,37.546669,137.5526276,"132-197"
"56","Gray",-106.24,NA,1974-12-16,373247100291101,69,29,c(-100.487352, 37.546669),"1974","143-72",-100.487352,37.546669,137.5526276,"132-197"
"57","Gray",-109.03,NA,1974-01-24,373159100333301,69,29,c(-100.560108, 37.533868),"1974","143-72",-100.560108,37.533868,176.6197357,"132-197"
"58","Ford",-97.28,"BUCKLIN",1974-01-10,373309099384901,57,29,c(-99.645121, 37.556441),"1974","143-72",-99.645121,37.556441,52.66797638,"0-65"
