"","countyname","depth_to_water","town","date","ID","countycode","township","geometry","year2","depth","long","lat","sat","satcut"
"1","Morton",-212.8,"ROLLA SE",1987-01-07,370136101360401,129,35,c(-101.600938, 37.025356),"1987","215-144",-101.600938,37.025356,248.9849548,"198-262"
"2","Seward",-129.71,"Liberal",1987-01-07,370023100550801,175,35,c(-100.917644, 37.005856),"1987","143-72",-100.917644,37.005856,479.9810486,"459-525"
"3","Morton",-82.97,"ELKHART NORTH",1987-01-08,370217101593801,129,35,c(-101.994048, 37.035692),"1987","143-72",-101.994048,37.035692,66.13626862,"66-131"
"4","Stevens",-157.43,"HUGOTON SW",1987-01-07,370246101261701,189,34,c(-101.438238, 37.046497),"1987","215-144",-101.438238,37.046497,332.7061157,"328-393"
"5","Morton",-149.51,NA,1987-01-08,370625102021201,129,34,c(-102.035118, 37.105735),"1987","215-144",-102.035118,37.105735,10,"0-65"
"6","Stevens",-96.62,NA,1987-01-08,370930101185001,189,33,c(-101.315057, 37.158091),"1987","143-72",-101.315057,37.158091,419.6160889,"393-459"
"7","Pratt",-33.7,"Sun City NE",1987-01-13,372902098473802,151,29,c(-98.793447, 37.48398),"1987","71-0",-98.793447,37.48398,119.3940887,"66-131"
"8","Pratt",-33.5,"Sun City NE",1987-03-27,372902098473802,151,29,c(-98.793447, 37.48398),"1987","71-0",-98.793447,37.48398,119.3940887,"66-131"
"9","Pratt",-32.98,"Sun City NE",1987-09-21,372902098473802,151,29,c(-98.793447, 37.48398),"1987","71-0",-98.793447,37.48398,119.3940887,"66-131"
"10","Pratt",-33.4,"Sun City NE",1987-01-13,372902098473803,151,29,c(-98.793427, 37.483942),"1987","71-0",-98.793427,37.483942,119.3940887,"66-131"
"11","Pratt",-33.56,"Sun City NE",1987-03-27,372902098473803,151,29,c(-98.793427, 37.483942),"1987","71-0",-98.793427,37.483942,119.3940887,"66-131"
"12","Pratt",-32.93,"Sun City NE",1987-09-21,372902098473803,151,29,c(-98.793427, 37.483942),"1987","71-0",-98.793427,37.483942,119.3940887,"66-131"
"13","Seward",-220.53,"Sublette SW",1987-01-07,371641100594601,175,32,c(-100.996843, 37.278474),"1987","287-216",-100.996843,37.278474,202.8879242,"198-262"
"14","Seward",-253.81,NA,1987-01-07,371529101022001,175,32,c(-101.03981, 37.257989),"1987","287-216",-101.03981,37.257989,213.2106018,"198-262"
