"","countyname","depth_to_water","town","date","ID","countycode","township","geometry","year2","depth","long","lat","sat","satcut"
"1","Morton",-245.44,"ROLLA SE",2009-01-07,370136101360401,129,35,c(-101.600938, 37.025356),"2009","287-216",-101.600938,37.025356,248.9849548,"198-262"
"2","Seward",-155.58,"Liberal",2009-01-08,370023100550801,175,35,c(-100.917644, 37.005856),"2009","215-144",-100.917644,37.005856,479.9810486,"459-525"
"3","Morton",-112.87,"ELKHART NORTH",2009-01-07,370217101593801,129,35,c(-101.994048, 37.035692),"2009","143-72",-101.994048,37.035692,66.13626862,"66-131"
"4","Cherokee",-107,"BAXTER SPRINGS",2009-03-11,370659094403601,21,34,c(-94.674931, 37.117084),"2009","143-72",-94.674931,37.117084,NA,NA
"5","Cherokee",-102.15,"BAXTER SPRINGS",2009-06-10,370659094403601,21,34,c(-94.674931, 37.117084),"2009","143-72",-94.674931,37.117084,NA,NA
"6","Cherokee",-103.39,"BAXTER SPRINGS",2009-09-09,370659094403601,21,34,c(-94.674931, 37.117084),"2009","143-72",-94.674931,37.117084,NA,NA
"7","Cherokee",-99.15,"BAXTER SPRINGS",2009-12-08,370659094403601,21,34,c(-94.674931, 37.117084),"2009","143-72",-94.674931,37.117084,NA,NA
"8","Meade",-254.23,"Kismet NE",2009-01-08,371116100353601,119,33,c(-100.594315, 37.18826),"2009","287-216",-100.594315,37.18826,266.4899292,"263-328"
"9","Pratt",-35.6,"Sun City NE",2009-01-08,372902098473802,151,29,c(-98.793447, 37.48398),"2009","71-0",-98.793447,37.48398,119.3940887,"66-131"
"10","Pratt",-35.5,"Sun City NE",2009-04-07,372902098473802,151,29,c(-98.793447, 37.48398),"2009","71-0",-98.793447,37.48398,119.3940887,"66-131"
"11","Pratt",-35.29,"Sun City NE",2009-07-06,372902098473802,151,29,c(-98.793447, 37.48398),"2009","71-0",-98.793447,37.48398,119.3940887,"66-131"
"12","Pratt",-35.39,"Sun City NE",2009-10-15,372902098473802,151,29,c(-98.793447, 37.48398),"2009","71-0",-98.793447,37.48398,119.3940887,"66-131"
"13","Pratt",-35.53,"Sun City NE",2009-01-08,372902098473803,151,29,c(-98.793427, 37.483942),"2009","71-0",-98.793427,37.483942,119.3940887,"66-131"
"14","Pratt",-35.42,"Sun City NE",2009-04-07,372902098473803,151,29,c(-98.793427, 37.483942),"2009","71-0",-98.793427,37.483942,119.3940887,"66-131"
"15","Pratt",-35.16,"Sun City NE",2009-07-06,372902098473803,151,29,c(-98.793427, 37.483942),"2009","71-0",-98.793427,37.483942,119.3940887,"66-131"
"16","Pratt",-35.44,"Sun City NE",2009-10-15,372902098473803,151,29,c(-98.793427, 37.483942),"2009","71-0",-98.793427,37.483942,119.3940887,"66-131"
"17","Haskell",-304.24,"Sublette",2009-01-07,372916100453401,81,29,c(-100.761626, 37.484684),"2009","359-288",-100.761626,37.484684,191.1691132,"132-197"
"18","Seward",-271.85,"Sublette SW",2009-01-07,371641100594601,175,32,c(-100.996843, 37.278474),"2009","287-216",-100.996843,37.278474,202.8879242,"198-262"
"19","Stevens",-233.3,"WOODS",2009-01-07,370958101055501,189,33,c(-101.103341, 37.162395),"2009","287-216",-101.103341,37.162395,321.0385132,"263-328"
"20","Morton",-93.78,"Rolla NE",2009-01-07,371103101334301,129,33,c(-101.563638, 37.184785),"2009","143-72",-101.563638,37.184785,273.7145386,"263-328"
"21","Morton",-93.91,"Rolla NE",2009-01-07,371103101334301,129,33,c(-101.563638, 37.184785),"2009","143-72",-101.563638,37.184785,273.7145386,"263-328"
"22","Gray",-261.08,"Copeland SE",2009-01-05,373054100354402,69,29,c(-100.597732, 37.514304),"2009","287-216",-100.597732,37.514304,178.2752533,"132-197"
"23","Morton",-233.46,"Shore Airport SE",2009-01-07,372043101363101,129,31,c(-101.610442, 37.344952),"2009","287-216",-101.610442,37.344952,34.85247421,"0-65"
"24","Ford",-39.99,"Minneola",2009-01-12,372906100072002,57,29,c(-100.123595, 37.487889),"2009","71-0",-100.123595,37.487889,147.8143311,"132-197"
"25","Meade",-68.77,"MEADE NE",2009-01-08,372446100160201,119,30,c(-100.270521, 37.416323),"2009","71-0",-100.270521,37.416323,260.5038452,"198-262"
"26","Sumner",-5.87,"CONWAY SPRINGS",2009-12-14,372317097434801,191,31,c(-97.73014, 37.386712),"2009","71-0",-97.73014,37.386712,NA,NA
